Emissions per kilogram,Entity,Year
3.411126114285714,Rice noodles,2022
16.294973589473685,Ricotta cheese,2022
10.412581473563218,Salmon,2022
6.505734658333333,Salmon fishcakes,2022
5.849549300000001,Sausage rolls,2022
7.737124814285714,Shepherd's pie,2022
2.223782583333333,Shortbread biscuits,2022
0.851167273619632,Sourdough bread,2022
1.0872644037037036,Soy desert,2022
0.8931078380434783,Soy milk,2022
0.4960198166666666,Soy yoghurt,2022
1.6460149465648855,Spaghetti,2022
7.83470288,Spaghetti bolognese,2022
1.0091279447881063,Spinach,2022
1.8774483782608697,Sponge cake,2022
7.10186367,Steak pie,2022
3.241715,Strawberries,2022
2.5966625545454547,Strawberry jam,2022
1.8516856681818181,Sugar,2022
3.6613972142857145,Sunflower oil,2022
1.9344241125,Sunflower seeds,2022
0.9712034777777777,Sweetcorn,2022
17.621043520156775,Tea,2022
1.0208654566666666,Tofu,2022
2.609794211941467,Tomato ketchup,2022
2.271515456192983,Tomatoes,2022
0.9485836666666667,Tortilla wraps,2022
13.075354910344828,Tuna,2022
1.9481036491476877,Vegan pizza,2022
3.3761406499999995,Vegetable lasagne,2022
1.4292908166666665,Vegetarian chilli con carne,2022
1.3091650341463414,Vegetarian curry,2022
5.232975720133187,Vegetarian pizza,2022
2.4163077789473686,Walnuts,2022
0.96940275,Watermelon,2022
1.7228808271791285,Wine,2022
3.1118107311672683,Yoghurt,2022
